Goal,Set,Subset,Alg,Learned?,Link
ZBLL,H,in line,"(U2) F R' F' U2 R U2 R F R' F' U2 R2 U2 R
F R' F' R U R U' B M' B r' U' R B' R'
f' U f R' U' R' U F' M F' r U R' F R",FALSE,google.com
ZBLL,H,in line,"L' U' L U' L' U' R U' L U R' 
(U2) R' U' R U' R' U' r f' U f r'",FALSE,google.com
ZBLL,H,in line,"(U) R2 U R2 U' B' R2 U' R2 U B R2 U' R2 
(U2) R U' r' U2 M' U' R U r' U2 F R' F' r",FALSE,google.com
ZBLL,H,in line,(U) S' R f' U' F U2 R2 f R F' R S,FALSE,google.com
ZBLL,H,in line,"(U') R' U R U' F R2 U F' R F R U' F' R2
(U') r U' r' B r2 B r U r B2 R' U2 R",FALSE,google.com
ZBLL,H,in line,(U') R' F R' F' R2 U' r' U r U' r' U' r,FALSE,google.com
ZBLL,H,in line,"F U R' F2 U' R F' R' U r U r' F R F'
(U) r U R' U' F' U F r' F R F' U2 R U R'",FALSE,google.com
ZBLL,H,bad,F R U' R' U R U2 R' U' R U R' U' F',TRUE,google.com
ZBLL,H,bad,(U') F' r U R' U' r' F R2 U2 R' U' R U' R',TRUE,google.com
ZBLL,H,bad,"(U') r' F2 M' D R2 U R2 D' F2 R
f' r2 S' D r2 U r2 D' r2 F",TRUE,google.com
ZBLL,H,bad,L U' R2 D' R U2 R' D R U' L' U' R,TRUE,google.com
ZBLL,H,bad,(U2) R F R2 U' R2 U' R2 U2 R2 U' F' R',TRUE,google.com
ZBLL,H,bad,"(U) R U2 R2 F U' R2 U' R2 U F' U R
r' F R F' r U' R' U2 r' F R F' M'",TRUE,google.com
ZBLL,H,bad,"(U) R UD' R U R2 F2 R D R' U'D' F2 D R
(U) F R U R' U' R' F' U2 R U R' U R2 U2 R'",TRUE,google.com
ZBLL,H,bad,"(U2) f R U R' U' S' R U' R' U R U R' F'
(U) F l' U' L U l F' L2 U2 L U L' U L",TRUE,google.com
ZBLL,H,bad,f R2 S' U' R2 U' R2 U R2 F' (U2) F U2 S R' U2 R' U2 R U2 f',TRUE,google.com
ZBLL,H,bad,(U2) r U2 R D R' U' R U' D' r' F R' F' (U2) L' U R2 D R' U2 R D' R' U L U R',TRUE,google.com
ZBLL,H,bad,"R' B' R2 U R2 U R2 U2 R2 U B R
(U2) F U' R U2 R' U2 R U' R' U' R U R' U F'",TRUE,google.com
ZBLL,H,bad,"(U) R' U2 R2 B' U R2 U R2 U' B U' R'
f U R U' R' U R U' F' R U R' U' R' S'",TRUE,google.com
ZBLL,H,diag,(U) F U R U' R' U R U' R' U R U' R' F',FALSE,google.com
ZBLL,H,diag,f R f' U R' U R U' R2 F R F' R,FALSE,google.com
ZBLL,H,diag,"(U) R U' R2 U' F2 U' R2 U R2 U F2 R2 U R' 
(U2) R2 F' D R2 UD' R2 F2 U' F r R U2 M",FALSE,google.com
ZBLL,H,diag,"R' U' R' B2 U' R U' R' U2 B2 R2 U' R' U2 R F' U r U R'M' U F2 U' MR U' r' U' F
F' U' r U' r2 F r U' F R U' R' r' F r F",FALSE,google.com
ZBLL,H,diag,"F R' F R F' R U2 R' F R' F' R F'
R U' L' U R' U' L R U' L' U R' U' L
x' U' R U' R' U R' F2 R U' R U R' U",FALSE,google.com
ZBLL,H,diag,R' F R' F' R2 U R' U' R U' f R' f',FALSE,google.com
ZBLL,H,diag,(U) R U' R2 F2 U' R2 U' R2 U F2 U R2 U R' (U') S' R' U' R F R' U' R f R' F' U' R U2 F' (U2) M' U2 r' R' F' U F2 R2 DU' R2 D' F R2,FALSE,google.com
ZBLL,H,diag,"R U R F2 U R' U R U2 F2 R2 U R U2 R'
F U' R' F' rM' U' F2 U Mr' F R U F'
F U R' F R2 U' R' U F' r' F r R U' R' F'
R' U' R F U' R' U' R U F' R' U' r B' R B r'",FALSE,google.com
ZBLL,H,cp solved,"F' R U' F' R2 U2 F U2 R F' U R F2 U2 R'
(U) R F' U R F2 U2 R' U2 F' R U' F' R2 U2 F
(U) S R' U2 R U R' U' R U2 R U R U' R' U S'
(U) S R2 S' R U2 R U R' U' R U2 R U R U' R'",TRUE,google.com
ZBLL,H,cp solved,"(U') R U2 R' U' R U R' U' R U' R'
(U') L U2 L' U' L U L' U' L U' L'",TRUE,google.com
ZBLL,H,cp solved,R U R' U R U' R' U R U2 R',TRUE,google.com
ZBLL,H,cp solved,"(U) R' U2 R U R' U R U R U R' U R U2 R'
R' U' R' f' U' R' U2 R F U R U R' S 
(U) R S2 R U2 R' U2 R S R2 S R'",TRUE,google.com
ZBLL,H,cp solved,"(U) rM' U' r' U' r U Mr' U r U r' 
(U) R' F R U R'M' F R U' R' F' RM
(U) M'R' F R U R' F' MR U' R' F' R 
R U R' U R U2 R' U' R' U2 R U R' U R",TRUE,google.com
ZBLL,H,cp solved,(U') R' U2 R U R' U' R U R' U R,TRUE,google.com
ZBLL,H,cp solved,"R' U' R U' R' U R U' R' U2 R
(U2) L' U' L U' L' U L U' L' U2 L",TRUE,google.com
ZBLL,H,cp solved,"(U) R U2 R' U' R U' R' U' R' U' R U' R' U2 R
(U) R' S2 R' U2 R U2 R' S R2 S R",TRUE,google.com
ZBLL,Pi,CP Solved,"S R' U2 R2 U S R2 S' U' R2 U2 R S'
(U2) M' F U R U' R' U R U' R2 F' M F R F'",TRUE,google.com
ZBLL,Pi,CP Solved,R' U2 R2 U R2 U R2 U2 R',TRUE,google.com
ZBLL,Pi,CP Solved,(U') R U2 R' U2 R U' R' U2 R U' R' U2 R U R',TRUE,google.com
ZBLL,Pi,CP Solved,"F' U' L' U L S' U' L' U L f
(U2) B' U' R' U R S U' R' U R F",TRUE,google.com
ZBLL,Pi,CP Solved,"(U) R U2 R' U' R U' R2 U' R U' R' U2 R
(U') M F R' F' M' F' R U2 R U2 R' F",TRUE,google.com
ZBLL,Pi,CP Solved,(U2) R U' R' U2 R U R' U2 R U R' U2 R U2 R',TRUE,google.com
ZBLL,Pi,CP Solved,"R U2 R2 U' S R2 S' U' R2 U2 R
(U) R U R' U R U2 R' U R U R' U R U2 R'",TRUE,google.com
ZBLL,Pi,CP Solved,"R U2 R2 U' R2 U' R2 U2 R
(U2) L U2 L2 U' L2 U' L2 U2 L",TRUE,google.com
ZBLL,Pi,CP Solved,"(U) R' U2 R U2 R' U R U2 R' U R U2 R' U' R
(U2) S U' F R F' R2 F R F' R U F R' f'",TRUE,google.com
ZBLL,Pi,CP Solved,(U2) F U R U' R' S U R U' R' f',TRUE,google.com
ZBLL,Pi,CP Solved,"(U) R U R' U R U2 R2 U2 R U R' U R 
(U') F' R U2 R' U2 R' F M F R F' M'",TRUE,google.com
ZBLL,Pi,CP Solved,(U2) R' U R U2 R' U' R U2 R' U' R U2 R' U2 R (U2) f R F' U' R' F R' F' R2 F R' F' U S',TRUE,google.com
ZBLL,Pi,Diag,"(U2) R' F R U R' U' R' F' R2 F R' U R U' F'
R UD' R U R' D R' U' R U' R S R2 S'
(U2) R U R' U R U2 R2 U2 R F U' R' U' R U F'",TRUE,google.com
ZBLL,Pi,Diag,"(U2) S' R U R' S U R U' B U' B' R' 
R' F' U' F U' R U S' R' U R S",TRUE,google.com
ZBLL,Pi,Diag,"F R2 U' R U' R U' R' U2 R' U R2 F'
(U2) R U R' U R U' B U' B' U R' S' R U' R' S",TRUE,google.com
ZBLL,Pi,Diag,(U2) L U L' U' F L F' U2 F L' F' U L U' L' R U R' U' f D f' U2 f D' f' U R U' R',TRUE,google.com
ZBLL,Pi,Diag,(U2) R F' U' R2 U' F U F' R2 U F R',TRUE,google.com
ZBLL,Pi,Diag,R F' U' R2 F U' F' U R2 U F R',TRUE,google.com
ZBLL,Pi,Diag,"(U) R U2 R' U2 R' F R' B' R2 F' R B R'
(U') R U R' U r' F R F' r U' R' U R U2 R'",TRUE,google.com
ZBLL,Pi,Diag,(U2) S' R' U' R S U' R' U F' U F R,TRUE,google.com
ZBLL,Pi,Diag,"(U2) F R2 U' R U2 R U R' U R' U R2 F'
(U2) R' U' R U' R' U F' U F U' R S' R' U R S",TRUE,google.com
ZBLL,Pi,Diag,R' U' R U F' R' F U2 F' R F U' R' U R,TRUE,google.com
ZBLL,Pi,Diag,(U') F' R U F2 U R' U' R F2 U' R' F,TRUE,google.com
ZBLL,Pi,Diag,(U) F' R U F2 R' U R U' F2 U' R' F,TRUE,google.com
ZBLL,Pi,Vertical,"(U') R' F' R U' r' F M' F U' R U R f' U' f
(U2) R' U2 R2 U2 F R F' R' U2 R' U2 F R F' 
(U) R B R' U r B' M B' U R' U' R' F R F'
(U') F U R U2 R' U R U R' F' R U2 R' U' R U' R'",FALSE,google.com
ZBLL,Pi,Vertical,r U' r' U' r U r' F R' F' R2 U' R',FALSE,google.com
ZBLL,Pi,Vertical,(U2) r' F R F' r U' R' U' R U' R',FALSE,google.com
ZBLL,Pi,Vertical,(U) M' F R' F r F2 U2 R U' r' F M,FALSE,google.com
ZBLL,Pi,Vertical,(U2) R U2 R' F2 r U r F r2 F r' U' r,FALSE,google.com
ZBLL,Pi,Vertical,(U) R2 U' R2 F U R2 U' R2 F' U' R2 U R2 R U' r' F U2 R' F r U' M U2 R' F' r,FALSE,google.com
ZBLL,Pi,Vertical,"(U') F R' F' r U' r' U' R F R' U F2 R U' F'
(U2) R U' R' U2 F R' F' r F' U' F U R U' r'",FALSE,google.com
ZBLL,Pi,Vertical,r' U r U r' U' r U R2 F R F' R,FALSE,google.com
ZBLL,Pi,Vertical,"l F' L' F l' U L U L' U L
(U') R U R' U F' R U2 R' U2 R' F R",FALSE,google.com
ZBLL,Pi,Vertical,S' R' F R' f' R2 U2 F' U f R' S,FALSE,google.com
ZBLL,Pi,Vertical,"(U2) R2 F U R' F' R' F U' R2 F' U R' U' R
(U2) R' U2 R B2 r' U' r' B' r2 B' r U r'",FALSE,google.com
ZBLL,Pi,Vertical,(U') R2 U R2 B' U' R2 U R2 B U R2 U' R2 (U2) r' F R F' U2 r U' R' U M U2 r U R',FALSE,google.com
ZBLL,Pi,Checkers,,FALSE,google.com
ZBLL,Pi,Checkers,"(U') R' D' F2 DU R D' R' F2 R2 U' R' DU' R' 
(U') f R U' R' U f' R U2 r' F' M' U' R U' R'
(U) R U2 R2 U' R U' R' U2 F R U R U' R' F'
(U') R U R' U R U2 R' F U R U2 R' U R U R' F'",FALSE,google.com
ZBLL,Pi,Checkers,"R' F2 D R2 U' R2 D' M F2 r
(U) F' r2 D r2 U' r2 D' S r2 f 
R' U' F' R U R' U' R' F R2 U2 R' U2 R",FALSE,google.com
ZBLL,Pi,Checkers,"(U) R' U L U R' D' R U2 R' D R2 U L'
(U') r' U' R' F' r U' R U F r' U r U2 F'",FALSE,google.com
ZBLL,Pi,Checkers,(U') R F U R2 U2 R2 U R2 U R2 F' R',FALSE,google.com
ZBLL,Pi,Checkers,"(U') R' U' F U' R2 U R2 U F' R2 U2 R'
(U) M F R' F' r U2 R U r' F R' F' r",FALSE,google.com
ZBLL,Pi,Checkers,(U') L' U' L U' L' U2 L2 F l' U' L' U l F',FALSE,google.com
ZBLL,Pi,Checkers,(U) F U R U' R' U R U2 R' U' R U R' F',FALSE,google.com
ZBLL,Pi,Checkers,"(U) F R2 U' R2 U R2 U S R2 f'
(U') f U2 R' U2 R U2 R S' U2 F'",FALSE,google.com
ZBLL,Pi,Checkers,(U2) F R F' r D U R' U R D' R' U2 r',FALSE,google.com
ZBLL,Pi,Checkers,"(U2) R' B' U' R2 U2 R2 U' R2 U' R2 B R 
(U') F U' R U' R' U R U R' U2 R U2 R' U F'
(U2) F' U S U2 F R' U2 R U2 R f' U F",FALSE,google.com
ZBLL,Pi,Checkers,"(U) R U B' U R2 U' R2 U' B R2 U2 R
S R U R U' R' F U R' U' R U R' U' f'",FALSE,google.com
ZBLL,Pi,Slash,"(U2) R U2 R' F R' F r U r' F2 R F' 
(U') F' r U2 R' U R U r' F r' F2 r",FALSE,google.com
ZBLL,Pi,Slash,"R' F R U R2 U' F' U R U' R U f R f' 
r' F' r U r U2 r' F2 U' R U R' U' R U' R'
(U') F' U' F R U R' F R' F' R2 U R' U' R U' R'",FALSE,google.com
ZBLL,Pi,Slash,"R U' F R' U F R F2 R2 F R U' F' 
(U) R' U' F R F2 R2 F R U F' R U' F 
(U) F R' U R S U' R' U f' U F U2 S R' f' 
(U') S R' F U2 R' F' R2 F R U2 R f'",FALSE,google.com
ZBLL,Pi,Slash,(U') M F R' U2 F R F2 R' F' U2 F' r (U') R' U2 R' B2 R2 U R' U R U' R2 B2 R2,FALSE,google.com
ZBLL,Pi,Slash,(U') R U R' U F2 R U2 R' U2 R' F2 R,FALSE,google.com
ZBLL,Pi,Slash,"(U) F U R U r' F R' F' r F' r' F r 
R U R' U R U2 R' U' R U' L' U R' U' L",FALSE,google.com
ZBLL,Pi,Slash,"(U2) r' F2 r F' r U' R' U' R U2 r' F 
(U) F R' F2 r U' r' F' R F' R U2 R'",FALSE,google.com
ZBLL,Pi,Slash,(U') f R' f' U' R' U R' U' F U R2 U' R' F' R,FALSE,google.com
ZBLL,Pi,Slash,r' F U2 F R F2 R' F' U2 R F' M' (U') R2 B2 R2 U R' U' R U' R2 B2 R U2 R (U') F' U R' F U' R' F' R2 F2 R' F' U R,FALSE,google.com
ZBLL,Pi,Slash,(U2) F U R' F' R2 F2 R' F' U' R F' U R',FALSE,google.com
ZBLL,Pi,Slash,(U') R' U' R U' B2 R' U2 R U2 R B2 R',FALSE,google.com
ZBLL,Pi,Slash,"(U2) R' F2 R U2 R U2 R' F2 U' R U' R'
(U') F' U' r' F' R F' r U R' F R U' R'",FALSE,google.com
ZBLL,Pi,Backslash,"(U2) r' F2 r F' r U' R' U' R U2 r' F 
(U) F R' F2 r U' r' F' R F' R U2 R'",FALSE,google.com
ZBLL,Pi,Backslash,(U') f R' f' U' R' U R' U' F U R2 U' R' F' R,FALSE,google.com
ZBLL,Pi,Backslash,r' F U2 F R F2 R' F' U2 R F' M' (U') R2 B2 R2 U R' U' R U' R2 B2 R U2 R (U') F' U R' F U' R' F' R2 F2 R' F' U R,FALSE,google.com
ZBLL,Pi,Backslash,(U2) F U R' F' R2 F2 R' F' U' R F' U R',FALSE,google.com
ZBLL,Pi,Backslash,(U') R' U' R U' B2 R' U2 R U2 R B2 R',FALSE,google.com
ZBLL,Pi,Backslash,"(U2) R' F2 R U2 R U2 R' F2 U' R U' R'
(U') F' U' r' F' R F' r U R' F R U' R'",FALSE,google.com
ZBLL,Pi,Backslash,(U') R B2 R' U R2 B2 R' U' R' U' R2 B2 R2,FALSE,google.com
ZBLL,Pi,Backslash,(U') R U2 R' U' R U' R2 U r B' R B r',FALSE,google.com
ZBLL,Pi,Backslash,"(U2) R' F2 R F' r U' r' F M' U r' F2 R F' 
(U2) F R' F' U' F U' R2 U R' S' R' U R SF'",FALSE,google.com
ZBLL,Pi,Backslash,(U') F U R U' R' U R U' R2 F' R U R U' R',FALSE,google.com
ZBLL,Pi,Backslash,(U') M F R' F' r U2 R U' R' U R U2 R',FALSE,google.com
ZBLL,Pi,Backslash,(U2) R' U2 R U R' U' R U F R' U R U' F',FALSE,google.com
1LLL,,cp solved,F U' R2 D R' U' R D' R2 U F',TRUE,google.com
1LLL,,cp solved,F U' R2 D R' U2 R D' R2 U F',TRUE,google.com
1LLL,,cp solved,F R' F' R U R U' R' U' R U' L' U R' U' L,TRUE,google.com
1LLL,,cp solved,R U' R' U' R U R2 F R2 U R' U' R' F' R,TRUE,google.com
1LLL,,cp solved,L' U R U' L U R' U R U R' U' R' F R F',TRUE,google.com
1LLL,,cp solved,R' F R U R U' R2 F' R2 U' R' U R U R',TRUE,google.com
1LLL,,cp solved,L' U' L U L F' L' F,TRUE,google.com
1LLL,,cp solved,F' L F L' U' L' U L,TRUE,google.com
1LLL,,cp solved,F R U' R' U' R U R' F',TRUE,google.com
1LLL,,cp solved,F' L' U L U L' U' L F,TRUE,google.com
1LLL,,cp solved,F U' R2 D R' U R D' R2 U F',TRUE,google.com
,OLL,cp solved,R U R' U R U' R' U R U2 R',TRUE,google.com
,OLL,cp solved,R' U2 R2 U R2' U R2 U2 R',TRUE,google.com
,OLL,cp solved,R2 D R' U2 R D' R' U2 R',TRUE,google.com
,OLL,cp solved,R' F' r U R U' r' F,TRUE,google.com
,OLL,cp solved,F' r U R' U' r' F R,TRUE,google.com
,OLL,cp solved,r' F' r U' r' F2 r,TRUE,google.com
,OLL,cp solved,R U R' U R U2 R',TRUE,google.com
,OLL,cp solved,R' F R S R' F' R S',TRUE,google.com
,OLL,cp solved,R U' R' S' R U R' S,TRUE,google.com
,OLL,cp solved,R U2 (R2 F R F') U2 (R' F R F'),TRUE,google.com
,OLL,cp solved,R U' R2' D' r U r' D R2 U R',TRUE,google.com
,OLL,cp solved,R' F2 R2 U2 R' F R U2 R2 F2 R,TRUE,google.com
,OLL,cp solved,R' F2 R2 U2' R' F' R U2' R2' F2 R,TRUE,google.com
,OLL,cp solved,F R' F' R U S' R U' R' S,TRUE,google.com
,OLL,cp solved,F S' R U' R' S R U2' R' U' F',TRUE,google.com
,OLL,cp solved,S' R U R' S U' R' F R F',TRUE,google.com
,OLL,cp solved,S' R U R' S U' M' U R U' r',TRUE,google.com
,OLL,cp solved,R' U' F' U F R,TRUE,google.com
,OLL,cp solved,F U R U' R' F',TRUE,google.com
,OLL,cp solved,R' U' F U R U' R' F' R,TRUE,google.com
,OLL,cp solved,S R U R' U' R' F R f',TRUE,google.com
,OLL,cp solved,(R U R' U') (R' F R F'),TRUE,google.com
,OLL,cp solved,F R U R' U' F',TRUE,google.com
,OLL,cp solved,F R' F' R U2 R U' R' U R U2' R',TRUE,google.com
,OLL,cp solved,f U R U' R' U R U' R' f',TRUE,google.com
,OLL,cp solved,R B' R2 F R2 B R2' F' R,TRUE,google.com
,OLL,cp solved,R' F R2 B' R2' F' R2 B R',TRUE,google.com
,OLL,cp solved,R' F' r U' r' F r U' r' F2 R,TRUE,google.com
,OLL,cp solved,r U R' U R U' R' U R U2 r',TRUE,google.com
,OLL,cp solved,f' r U r' U' r' F r S,TRUE,google.com
,OLL,cp solved,f R' F' R U R U' R' S',TRUE,google.com
,OLL,cp solved,f R f' U' r' U' R U M',TRUE,google.com
,OLL,cp solved,R' U' R' F R F' U R,TRUE,google.com
,OLL,cp solved,r' U2 R U R' U r,TRUE,google.com
,OLL,cp solved,r U2 R' U' R U' r',TRUE,google.com
,OLL,cp solved,r U R' U R U2 r',TRUE,google.com
,OLL,cp solved,R' F' r U' r' F2 R,TRUE,google.com
,OLL,cp solved,S R U R' U R U2 R' U2 S',TRUE,google.com
,OLL,cp solved,S' r' F' r U' r' F2 r U2 S,TRUE,google.com
,OLL,cp solved,R U2 R2' F R F' R U2 R',TRUE,google.com
,OLL,cp solved,F R' F' R U R U' R',TRUE,google.com
,OLL,cp solved,R U2' R' U' S' R U' R' S,TRUE,google.com
,OLL,cp solved,F U F' R' F R U' R' F' R,TRUE,google.com
,OLL,cp solved,F U R U' R2' F' R U R U' R',TRUE,google.com
,OLL,cp solved,R' F R U R' F' R F U' F',TRUE,google.com
,OLL,cp solved,R' F' R r' F' r U R' F R,TRUE,google.com
,OLL,cp solved,r U r' R U R' U' r U' r',TRUE,google.com
,OLL,cp solved,F U R U' R' U R U' R' F',TRUE,google.com
,OLL,cp solved,R' F' U' F U' R U R' U R,TRUE,google.com
,OLL,cp solved,R' F R U R U' R2 F' R2 U' R' U R U R',TRUE,google.com
,OLL,cp solved,R' F' R U' r' F r M' U' r' F2 R,TRUE,google.com
,OLL,cp solved,L' U' L U' L' U L U L F' L' F,TRUE,google.com
,OLL,cp solved,R U R' U R U' R' U' R' F R F',TRUE,google.com
,OLL,cp solved,S' R U R' U' R' F R F' U S,TRUE,google.com
,OLL,cp solved,r' D' r U' r' D r2 U' r' U r U r',TRUE,google.com
,OLL,cp solved,S U' R' F' U' F U R S',TRUE,google.com
,OLL,cp solved,S' F R U R' U' F' U S,TRUE,google.com
,OLL,cp solved,"other
3
angles",TRUE,google.com
,OLL,cp solved,"other
3
angles",TRUE,google.com
,OLL,cp solved,"AUF Trick: M' U M U2 M' U M
AUF Trick: S' R U' R' S R U R'",TRUE,google.com
,OLL,cp solved,AUF Trick: R U R' U' M' U R U' r',TRUE,google.com
,OLL,cp solved,AUF Trick: R U' R2' D' r U' r' D R2 U R',TRUE,google.com
,OLL,cp solved,Anti-Diag: R' F' R U2' r' F2 r U2' R' F R,TRUE,google.com
,OLL,cp solved,AUF Trick: F R' F' R U R U' R' U' R U R' U' R' F R F',TRUE,google.com
,OLL,cp solved,AUF Trick: R' F R F' U' S R' U' R U R S',TRUE,google.com
,OLL,cp solved,Anti-Diag: F' r U r' U' r' F r S,TRUE,google.com
,OLL,cp solved,"AUF Trick: F R' F' R U2 F R' F' R U' R U' R'
AUF Trick: r' U' R U M' U' R2 F R F' U R",TRUE,google.com
,OLL,cp solved,AUF Trick: S r' F' r S' U r U' r' F,TRUE,google.com
,OLL,cp solved,Anti-Diag: R U' R2' F2 U' R F R' U F2 R2 U R',TRUE,google.com
,OLL,cp solved,"AUF Trick: F' U' L' U L F
AUF Trick: f' L' U' L U f",TRUE,google.com
,OLL,cp solved,"AUF Trick: R U B U' B' R'
AUF Trick: f R U R' U' f'",TRUE,google.com
,OLL,cp solved,"AUF Trick: S' r' F' r U r U' r' f
AUF Trick: S R U R' U' f' U' F",TRUE,google.com
,OLL,cp solved,"AUF Trick: L U F' U' L' U L F L'
AUF Trick: S' L' U' L U f U F'",TRUE,google.com
,OLL,cp solved,Anti-Diag: F R U' R' U R U R' F',TRUE,google.com
,OLL,cp solved,AUF Trick: f U R U' R' f',TRUE,google.com
,OLL,cp solved,"Anti-Diag: F' r' F' r U r' F' r U F
Anti-Diag: f' U' r' F r U' r' F r f
Anti-Diag: F U R U' R' F' R U R' U R U2' R'",FALSE,google.com
,OLL,cp solved,AUF Trick: F R U R' U' R U R' U' F',TRUE,google.com
,OLL,cp solved,AUF Trick: r U' r2 U r2 U r2 U' r,TRUE,google.com
,OLL,cp solved,AUF Trick: r' U r2 U' r2 U' r2 U r',TRUE,google.com
,OLL,cp solved,"AUF Trick: r' U2 R U R' U' R U R' U r
AUF Trick: r' U' R U' R' U R U' R' U2 r",FALSE,google.com
,OLL,cp solved,AUF Trick: r U2 R' U' R U R' U' R U' r',TRUE,google.com
,OLL,cp solved,Anti-Diag: r U' r' U' r B U B' r',TRUE,google.com
,OLL,cp solved,"Anti-Diag: R' F R U R' U' F' U R
AUF Trick: F' U f U R U' R' S'",TRUE,google.com
,OLL,cp solved,,FALSE,google.com
,OLL,cp solved,,FALSE,google.com
,OLL,cp solved,AUF Trick: R' F2 r U r' F R,TRUE,google.com
,OLL,cp solved,,FALSE,google.com
,OLL,cp solved,,TRUE,google.com
,OLL,cp solved,,TRUE,google.com
,OLL,cp solved,AUF Trick: S' U2 R U R' U R U2' R' S,TRUE,google.com
,OLL,cp solved,"AUF Trick: S U2' r' F' r U' r' F2 r S'
S' 'U L' U' L U' L' U2 L S",TRUE,google.com
,OLL,cp solved,AUF Trick: L' U2 L2 F' L' F L' U2 L,TRUE,google.com
,OLL,cp solved,Anti-Diag: F' r U r' U' r' F r,TRUE,google.com
,OLL,cp solved,Anti-Diag: R U R' U' R' F R2 U R' U' F',TRUE,google.com
,OLL,cp solved,"Anti-Diag: R U R' U R' F R F' R U2 R'
Anti-Diag: R' U2' R U S' R' U R S",FALSE,google.com
,OLL,cp solved,"Anti-Diag: F U R U2 R' U' R U R' F'
AUF Trick: R B' R' U' R B R' f' L f",FALSE,google.com
,OLL,cp solved,AUF Trick: r' U r U r' U' r f R' f',TRUE,google.com
,OLL,cp solved,AUF Trick: r' U' r R' U' R U r' U r,TRUE,google.com
,OLL,cp solved,"Anti-Diag: R' F R U R' U' F' R U' R' U2 R
AUF Trick: R f R' F' R U R U' R' S' R'",FALSE,google.com
,OLL,cp solved,"Anti-Diag: R U2 R' U2 R' F R2 U R' U' F'
Anti-Diag: R' U' R' F R F' R U' R' U2 R
AUF Trick: f R U R' U' R U R' U' f'",TRUE,google.com
,OLL,cp solved,AUF Trick: R U R' U R U' B U' B' R',TRUE,google.com
,OLL,cp solved,"Anti-Diag: R' F U R U' R2 F' R2 U R' U' R
Anti-Diag: F U' R2 D R' U2 R D' R2 U F'
Anti-Diag: R' F R U R U' R2 F' R2 U' R' U R U R'",TRUE,google.com
,OLL,cp solved,,FALSE,google.com
,OLL,cp solved,,FALSE,google.com
,OLL,cp solved,Anti-Diag: F R U' R' S U' R U R' f',TRUE,google.com
,OLL,cp solved,Anti-Diag: r2 D' r U r' D r2 U' r' U' r,TRUE,google.com
,OLL,cp solved,"Anti-diag: F R' F R2 U' R' U' R U R' F2
Anti-diag: S' R' U' R f R' U R U' F'
Anti-diag: F U R U2 R' U' R U2 R' U' F'",TRUE,google.com
,OLL,cp solved,Anti-diag: F U R2 D R' U' R D' R2' F',FALSE,google.com
,OLL,cp solved,Anti-diag: R' F R F' R' F R F' R U R' U' R U R',FALSE,google.com
,PLL,Aa,x R' U R' D2 R U' R' D2 R2 x',TRUE,google.com
,PLL,Ab,x R2' D2 R U R' D2 R U' R x',TRUE,google.com
,PLL,E,x' R U' R' D R U R' D' R U R' D R U' R' D' x,TRUE,google.com
,PLL,F,R' F R f' R' F R2 U R' U' R' F' R2 U R' S,TRUE,google.com
,PLL,Ga,R2 U R' U R' U' R U' R2 D U' R' U R D',TRUE,google.com
,PLL,Gb,R' U' R U D' R2 U R' U R U' R U' R2 D,TRUE,google.com
,PLL,Gc,R2 u' R U' R U R' u R2 f R' f',TRUE,google.com
,PLL,Gd,R U R' U' D R2 U' R U' R' U R' U R2 D',TRUE,google.com
,PLL,H,M2' U' M2' U2' M2' U' M2',TRUE,google.com
,PLL,Ja,x R2' F R F' R U2' r' U r U2' x',TRUE,google.com
,PLL,Jb,R U R' F' R U R' U' R' F R2 U' R',TRUE,google.com
,PLL,Na,R F U' R' U R U F' R2' F' R U R U' R' F,TRUE,google.com
,PLL,Nb,r' D' F r U' r' F' D r2 U r' U' r' F r F',TRUE,google.com
,PLL,Ra,R U' R' U' R U R D R' U' R D' R' U2 R',TRUE,google.com
,PLL,Rb,R2' F R U R U' R' F' R U2' R' U2 R,TRUE,google.com
,PLL,T,R U R' U' R' F R2 U' R' U' R U R' F',TRUE,google.com
,PLL,Ua,R2 U' S' U2 S U' R2,TRUE,google.com
,PLL,Ub,R2 U' S R2 S' R2 U R2,TRUE,google.com
,PLL,V,R' U R' d' R' F' R2 U' R' U R' F R F,TRUE,google.com
,PLL,Y,F R' F R2 U' R' U' R U R' F' R U R' U' F',TRUE,google.com
,PLL,Z,M2' U' M2' U' M U2' M2' U2' M,TRUE,google.com
,PLL,Aa,"x' R2 D2 R' U' R D2 R' U R' x
l' U R' D2 R U' R' D2 R2",TRUE,google.com
,PLL,Ab,"x' R U' R D2 R' U R D2 R2'
R' D' R U R' D R U R' D' R U2 R' D R",TRUE,google.com
,PLL,,,,google.com
,PLL,F,R' U R U' R2' F' U' F U R F R' F' R2,TRUE,google.com
,PLL,,,,google.com
,PLL,Gb,R' d' F R2 u R' U R U' R u' R2',TRUE,google.com
,PLL,Gc,L2' U' L U' L U L2' U D' L U' L' D',TRUE,google.com
,PLL,Gd,,TRUE,google.com
,PLL,H,"M2 U2 M2 U M2 U2 M2
M2 U2 M2 U' M2 U2 M2",TRUE,google.com
,PLL,Ja,"L' U' L F L' U' L U L F' L2 U L
L' U' L2 F L' U' L' U L F' L' U L
R' F r' F2 R F' R' F2 R r",TRUE,google.com
,PLL,Jb,R U R2 F' R U R U' R' F R U' R',TRUE,google.com
,,,,,google.com
,,,,,google.com
,,,,,google.com
